order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
1b6105a33fe946739ea09993140acc36,6c44198b724547c4aee5745aa9642fbc,delivered,2017-06-09 20:00:00,2017-06-11 02:00:00,2017-06-14 02:00:00,2017-06-21 20:00:00,2017-06-21 20:00:00
42df6a42eee54ffa83aff5dc01332836,19ff79f738fc481fb7d1f687aefddd4d,canceled,2017-06-11 15:00:00,2017-06-13 02:00:00,,,2017-06-24 15:00:00
9610404044e14919972a8ad00641c4f2,adc530da978b45c497ef94d8aaa70979,delivered,2017-06-25 22:00:00,2017-06-26 08:00:00,2017-06-30 08:00:00,2017-07-12 22:00:00,2017-07-18 22:00:00
b2d427cc2b6c4a72bc3ef169543ba8f1,b6d217651c684ebabad0da256d6d8e59,delivered,2017-06-10 01:00:00,2017-06-11 06:00:00,2017-06-13 06:00:00,2017-07-01 01:00:00,2017-07-01 01:00:00
b3014e1a0d264572b8c26e97d15dccec,13837472d90a4197bde9ba3749f3ef9b,delivered,2017-06-03 12:00:00,2017-06-03 20:00:00,2017-06-07 20:00:00,2017-06-25 12:00:00,2017-06-21 12:00:00
c5adf6551e73400aa30f961aa7621063,1a3473fce2194179a76e60dd1fd6ff5a,delivered,2017-06-03 10:00:00,2017-06-04 00:00:00,2017-06-05 00:00:00,2017-06-16 10:00:00,2017-06-20 10:00:00
140d7ddd632b4675a4cb24d63bbcf40e,3c6c4f11396d4eb3b52845bcb8043753,delivered,2017-07-28 07:00:00,2017-07-28 08:00:00,2017-07-31 08:00:00,2017-08-16 07:00:00,2017-08-17 07:00:00
1ae6b22f037847e0b995ddfac9333493,c5acca0c4df645e5a233e07773e7d27e,delivered,2017-08-27 05:00:00,2017-08-27 07:00:00,2017-08-29 07:00:00,2017-09-22 05:00:00,2017-09-09 05:00:00
11ffb746a60c4d54956b8ca904864258,ef4c94f6b3e24b41bca8b0e28b4e8d10,canceled,2017-08-02 05:00:00,2017-08-04 05:00:00,,,2017-08-20 05:00:00
58a055ee55e64e7fa2beaf9ec4ab7d1f,a4674495c4c446afa2f23f6d0558724c,delivered,2017-09-17 14:00:00,2017-09-17 21:00:00,2017-09-21 21:00:00,2017-10-04 14:00:00,2017-10-08 14:00:00
11d45fb0730547398ef166311c074a98,4471e00a7c3c4e4988ef428507e98fa8,delivered,2017-09-18 09:00:00,2017-09-18 11:00:00,2017-09-19 11:00:00,2017-10-06 09:00:00,2017-10-12 09:00:00
b3a5f1b7968c472480e7dbb5b5aed4e6,bbc496f74aee4177b7d2beef591f3b08,canceled,2017-10-17 22:00:00,2017-10-18 04:00:00,,,2017-11-10 22:00:00
aa13e64d92344ce284fbde2738ec6479,0a1f9acc24d5422f921fe6abd2153ab2,delivered,2017-10-10 19:00:00,2017-10-12 05:00:00,2017-10-15 05:00:00,2017-10-26 19:00:00,2017-10-30 19:00:00
398036b0143a4e2788bee245ff82602c,1885cc685528424e96de42813603472b,delivered,2017-11-22 20:00:00,2017-11-23 11:00:00,2017-11-27 11:00:00,2017-12-05 20:00:00,2017-12-08 20:00:00
74ae7e0385064c66826536c127c1c18d,294db9d6a688434b976cfd044d3e1641,delivered,2017-11-12 13:00:00,2017-11-13 13:00:00,2017-11-15 13:00:00,2017-11-29 13:00:00,2017-12-02 13:00:00
ac1e5f1c9cb144688cb47959afc5c6c2,cd514b4daceb45259cd8c3e5bfbe96f4,delivered,2017-11-04 13:00:00,2017-11-05 13:00:00,2017-11-07 13:00:00,2017-11-13 13:00:00,2017-11-17 13:00:00
86bd7aa5b5254a23bc89c86a851a4133,0b8022585f2145de9d5fe7d281fb524b,delivered,2017-11-23 03:00:00,2017-11-24 07:00:00,2017-11-25 07:00:00,2017-12-12 03:00:00,2017-12-16 03:00:00
92ce2288df3048eeb861fc24382f24e4,14737956e19c47d5931cb94355dedd14,delivered,2017-11-20 16:00:00,2017-11-21 23:00:00,2017-11-23 23:00:00,2017-12-04 16:00:00,2017-12-06 16:00:00
885589198a2b4f7e829c0432c0af2c36,c9d5fec09200435484d5f09740e2b27b,delivered,2017-11-05 08:00:00,2017-11-06 20:00:00,2017-11-07 20:00:00,2017-11-17 08:00:00,2017-11-22 08:00:00
67083f96c8984298ab078e588089aacc,988fc1e275b54f95867be3a995d32a1e,delivered,2017-12-02 05:00:00,2017-12-03 01:00:00,2017-12-06 01:00:00,2017-12-19 05:00:00,2017-12-20 05:00:00
e3828dd658b745469ced8157406faf63,c1ce407ffa124081b919c9ac227e6096,delivered,2017-12-04 04:00:00,2017-12-05 14:00:00,2017-12-07 14:00:00,2017-12-11 04:00:00,2017-12-14 04:00:00
fab8e0d636c54a2bb616570c918811fb,f776b7e9d48c4e678e94a4018f02ed87,delivered,2017-12-11 23:00:00,2017-12-12 05:00:00,2017-12-13 05:00:00,2018-01-13 23:00:00,2017-12-31 23:00:00
69443d0327244309b8761eac40ee7fff,8da6ca99b1dc4653bef2efab62630735,delivered,2017-12-10 14:00:00,2017-12-11 19:00:00,2017-12-15 19:00:00,2018-01-15 14:00:00,2018-01-02 14:00:00
c5c3d8411b1d456da22d5c1b5e01d5db,df60468685ba4518b4b032b9b266a937,delivered,2017-12-15 03:00:00,2017-12-16 11:00:00,2017-12-19 11:00:00,2018-01-10 03:00:00,2018-01-03 03:00:00
e765556a4aaf4174a15a9f9e7196f41c,5e1ac2f4a74347c68a126cb9fdc9d5e7,delivered,2017-12-08 09:00:00,2017-12-09 02:00:00,2017-12-12 02:00:00,2017-12-24 09:00:00,2017-12-24 09:00:00
4790075b5f104f60964077a0ee088552,2f6d97123efe42cea42107f9147aee85,delivered,2017-12-07 04:00:00,2017-12-07 19:00:00,2017-12-10 19:00:00,2018-01-12 04:00:00,2017-12-29 04:00:00
00a98676b2524f5f8c3ed68b6baf1e7d,a458c85a5ccf4d62836ac8dc77f1b981,delivered,2017-12-02 14:00:00,2017-12-03 18:00:00,2017-12-07 18:00:00,2017-12-11 14:00:00,2017-12-14 14:00:00
edb1b71dcde94050ba8d0322c582f887,dd1829a3d8a74ce9addb831d547cb22d,delivered,2017-12-02 10:00:00,2017-12-03 16:00:00,2017-12-06 16:00:00,2017-12-31 10:00:00,2017-12-17 10:00:00
2060043f501748499139106747d5f0fd,198a6de612af4614a99467d514b479da,delivered,2018-01-20 12:00:00,2018-01-21 08:00:00,2018-01-24 08:00:00,2018-02-14 12:00:00,2018-02-01 12:00:00
c370745ecccb4990807c88f0ed1a971d,0a4ce1a5be2c4c71875aacfe060e18f9,delivered,2018-01-18 16:00:00,2018-01-19 15:00:00,2018-01-22 15:00:00,2018-01-28 16:00:00,2018-02-03 16:00:00
6511fa87ab0c4ccabb5e66d5cf82ca21,3b57b1124052438fb57469dbc92a6d99,delivered,2018-01-05 04:00:00,2018-01-05 14:00:00,2018-01-06 14:00:00,2018-02-05 04:00:00,2018-01-23 04:00:00
2747b61dc2a543c8ba3288e82f630bc8,2697fb09272f45e6a1de7276e12a9bf0,delivered,2018-01-26 18:00:00,2018-01-27 15:00:00,2018-01-30 15:00:00,2018-02-21 18:00:00,2018-02-19 18:00:00
32518efd71e44d838b3ccd0a1e42e40b,062291df3edb4befaf32026d41cda39c,delivered,2018-01-27 08:00:00,2018-01-27 13:00:00,2018-01-30 13:00:00,2018-02-07 08:00:00,2018-02-07 08:00:00
aed751a423c947acb75dbe292819df8e,df92056c8a464726ab77b7e196741178,delivered,2018-02-04 20:00:00,2018-02-06 05:00:00,2018-02-10 05:00:00,2018-02-12 20:00:00,2018-02-16 20:00:00
16ffd1d9062e4b78ad6e60273688a01e,1c8c1f7b764947b3ba567ae5012e4044,delivered,2018-02-16 18:00:00,2018-02-18 01:00:00,2018-02-20 01:00:00,2018-03-01 18:00:00,2018-03-04 18:00:00
fbca3d315cf944338a8d690ac99038d3,904feacbeb3b44f88f89f6d0fbcae22c,canceled,2018-02-18 20:00:00,2018-02-20 18:00:00,,,2018-03-05 20:00:00
9dba04d7c63649cca503730e8613a27f,c38b0e00e958481a95853d4ffd591c02,delivered,2018-03-11 12:00:00,2018-03-11 16:00:00,2018-03-14 16:00:00,2018-04-05 12:00:00,2018-04-03 12:00:00
1e1867c3f99940bab3d52cfceb606273,30e7f6a6acce41939713c0f9f5a5482a,delivered,2018-03-11 08:00:00,2018-03-11 18:00:00,2018-03-14 18:00:00,2018-03-20 08:00:00,2018-03-25 08:00:00
cd390c9c588a4633980ac0a2c8a63127,2336d8ef973243e8bd9bda1192918aaa,delivered,2018-03-06 19:00:00,2018-03-07 20:00:00,2018-03-10 20:00:00,2018-03-13 19:00:00,2018-03-18 19:00:00
6a0929b6d37440b6ac9397c6c29244fe,c39ee09d34754ed0932d79df8927cade,delivered,2018-03-22 21:00:00,2018-03-22 23:00:00,2018-03-25 23:00:00,2018-04-13 21:00:00,2018-04-14 21:00:00
67c946303502456aa1b3a3a61d7ac9a0,516a1dbdf5fd4902849e38bdd1b61b77,canceled,2018-03-09 04:00:00,2018-03-09 11:00:00,,,2018-03-23 04:00:00
40a49ea148bc4cc9916ec1cb69443358,800df85ce2aa4fc1bdfd532f2e51ecc5,delivered,2018-03-26 19:00:00,2018-03-27 05:00:00,2018-03-29 05:00:00,2018-04-21 19:00:00,2018-04-09 19:00:00
43d7b63565314aac81692d6d7aa1b73c,8c7eb65f49d245d8869c4c55a1806d51,delivered,2018-03-25 14:00:00,2018-03-26 06:00:00,2018-03-30 06:00:00,2018-03-30 14:00:00,2018-04-05 14:00:00
ae5f5f810db74ebc8a4bf2d1e1bd1398,1569d57aef5b474392a1d83c572ed8ec,delivered,2018-03-19 07:00:00,2018-03-20 14:00:00,2018-03-22 14:00:00,2018-04-03 07:00:00,2018-04-07 07:00:00
e54a72bcfd7440d39bf013f05aad0611,5e8608f725744754833d7c01644b0408,delivered,2018-04-26 12:00:00,2018-04-27 01:00:00,2018-04-29 01:00:00,2018-05-19 12:00:00,2018-05-19 12:00:00
203d913aed704681bd84ded129528838,176bcd346ffd4ce89071a31713d0d2d0,delivered,2018-04-19 03:00:00,2018-04-19 14:00:00,2018-04-22 14:00:00,2018-04-28 03:00:00,2018-05-02 03:00:00
169ec36a77fa4cb08bf9c3b4684ac352,22241af89698429991dbdada6469c2ab,delivered,2018-05-09 14:00:00,2018-05-10 17:00:00,2018-05-11 17:00:00,2018-05-28 14:00:00,2018-05-30 14:00:00
c60d1cd52a194ff8ac17d00d574e5081,48242b5ec6e242ae99fe3ebe7590ac06,delivered,2018-05-13 07:00:00,2018-05-13 14:00:00,2018-05-16 14:00:00,2018-05-22 07:00:00,2018-05-23 07:00:00
9c8fd7c14aa94c44ab231521bc02cd77,0473c8b31c8343aba6baf790bd2e7feb,delivered,2018-05-24 04:00:00,2018-05-24 05:00:00,2018-05-25 05:00:00,2018-06-22 04:00:00,2018-06-18 04:00:00
6ddd484387124b998410aa3cdb7a87df,9c06c779d79b44e097340f222aa86021,delivered,2018-05-05 09:00:00,2018-05-05 13:00:00,2018-05-07 13:00:00,2018-05-16 09:00:00,2018-05-22 09:00:00
e3c7075cd64943d49f43e3413792fcce,98cc10eba58d44f787a458e683aedfb6,delivered,2018-05-05 15:00:00,2018-05-06 07:00:00,2018-05-08 07:00:00,2018-05-16 15:00:00,2018-05-15 15:00:00
8f9a209ef285469e8d30b9e96911e144,25bda9e2dfd7492a8d959fc6c74f9d53,delivered,2018-05-20 13:00:00,2018-05-20 19:00:00,2018-05-23 19:00:00,2018-06-13 13:00:00,2018-06-04 13:00:00
5e02434ec715463c85f80aa85d1f4795,714a9a5d9b374bed8272ea5fe8081d18,delivered,2018-05-14 15:00:00,2018-05-15 15:00:00,2018-05-18 15:00:00,2018-05-23 15:00:00,2018-05-25 15:00:00
2d090a8f4338443caa7a2e96950234e7,0ae9f1c49141413daec14c00c8c74b58,delivered,2018-06-09 23:00:00,2018-06-10 21:00:00,2018-06-12 21:00:00,2018-07-01 23:00:00,2018-06-22 23:00:00
7e2e5947051c4d348a592799e6d9ca7b,699e56f113084c86ba27d8470d8c1f40,delivered,2018-06-28 21:00:00,2018-06-30 04:00:00,2018-07-02 04:00:00,2018-07-22 21:00:00,2018-07-22 21:00:00
580b0eafa1f84c6e8e5b47656c60fff9,8727c950b1a64a17bf5ac4ea4e6ec4d5,delivered,2018-06-11 06:00:00,2018-06-11 09:00:00,2018-06-14 09:00:00,2018-06-18 06:00:00,2018-06-22 06:00:00
553e2af032b943aea4aecd8dca8a6563,3dca8eaddf494eb79a1a3372385a6c87,delivered,2018-06-10 01:00:00,2018-06-10 05:00:00,2018-06-13 05:00:00,2018-07-09 01:00:00,2018-06-26 01:00:00
eae57ccdc58549b382f819ed82f96d96,8a59bdbbd1aa4043b4ab249b168f36cc,delivered,2017-01-25 14:00:00,2017-01-26 02:00:00,2017-01-30 02:00:00,2017-02-14 14:00:00,2017-02-16 14:00:00
fdc452ebabcb48b8bd5242e915a81f46,bc00052b029e4e0b915059315ce1d7b4,delivered,2017-01-27 02:00:00,2017-01-27 14:00:00,2017-01-30 14:00:00,2017-02-19 02:00:00,2017-02-19 02:00:00
36777fcc910344b8b6be2f7d53f39d3b,bf8ef1c48a534bfe8bf9f6268fac1535,delivered,2017-01-11 14:00:00,2017-01-12 19:00:00,2017-01-15 19:00:00,2017-01-29 14:00:00,2017-02-03 14:00:00
ce1790f7815945ba968da61403069f5f,65ab62c3779540218719dab5b7cc8f6e,delivered,2017-01-10 20:00:00,2017-01-11 22:00:00,2017-01-14 22:00:00,2017-01-16 20:00:00,2017-01-21 20:00:00
68c48a5c34104623ac38763701e61586,a5c511a51291422eaa849341dd1fc0d3,delivered,2017-02-06 19:00:00,2017-02-07 00:00:00,2017-02-09 00:00:00,2017-02-28 19:00:00,2017-03-02 19:00:00
a69a7978367344e6a7458cbb46cad260,464a86002ec0449a84f60d0b117b712f,delivered,2017-02-21 04:00:00,2017-02-22 04:00:00,2017-02-26 04:00:00,2017-03-13 04:00:00,2017-03-17 04:00:00
5d9e2991c58a44db90eab696f841af51,003554aea71a4bd19e73607b60a2a403,delivered,2017-02-14 10:00:00,2017-02-14 18:00:00,2017-02-15 18:00:00,2017-03-01 10:00:00,2017-03-04 10:00:00
19cfb123834b4ffdb2717400214723e5,c72f16ed66864672893e7c211a978d93,delivered,2017-02-10 08:00:00,2017-02-11 03:00:00,2017-02-15 03:00:00,2017-03-05 08:00:00,2017-03-06 08:00:00
e3235bab90b1402da1306f56fb56655d,e4d53e1c052948d6b3742ae5332310f5,delivered,2017-03-07 22:00:00,2017-03-08 19:00:00,2017-03-11 19:00:00,2017-03-27 22:00:00,2017-03-31 22:00:00
1c718681569c4c4fa5ed08a41c035816,42ccc55c044a438aaa46db4fb85b356e,delivered,2017-03-07 22:00:00,2017-03-09 07:00:00,2017-03-11 07:00:00,2017-03-21 22:00:00,2017-03-22 22:00:00
d137cfea748744b6872a86035c9e16f2,7d67ec3db8e74d66bbde2b7b22590c21,delivered,2017-03-27 15:00:00,2017-03-28 15:00:00,2017-04-01 15:00:00,2017-04-02 15:00:00,2017-04-06 15:00:00
8cdbbee6470a429492314845e00c4f6a,3c88c820df084f4881f92019c4631e71,delivered,2017-03-04 09:00:00,2017-03-05 16:00:00,2017-03-09 16:00:00,2017-03-20 09:00:00,2017-03-26 09:00:00
e3c2d59c67fe4ab2aca85a23726eb0d0,3db23e84b4af4bb286186456e50caa92,delivered,2017-04-12 20:00:00,2017-04-14 06:00:00,2017-04-17 06:00:00,2017-04-18 20:00:00,2017-04-24 20:00:00
367f647d217c4c6d824b8c7fadcb548d,892955f3bb334ea388103ef3c100001f,delivered,2017-04-26 04:00:00,2017-04-26 08:00:00,2017-04-27 08:00:00,2017-05-17 04:00:00,2017-05-19 04:00:00
50bf77473322472f949e535530d09290,1a1d19ad86c54460b4c2ad3f45d2cc07,delivered,2017-05-24 07:00:00,2017-05-25 17:00:00,2017-05-28 17:00:00,2017-06-12 07:00:00,2017-06-14 07:00:00
d988d79957314390b16046e5946b93d1,faa620bd0b09421180a523e7e52834c5,delivered,2017-05-06 20:00:00,2017-05-07 02:00:00,2017-05-09 02:00:00,2017-05-21 20:00:00,2017-05-25 20:00:00
7522958ee7264bfd919a30ded587c717,01c76b4347cb4e58be8c0f0a7bad39c9,delivered,2017-06-28 18:00:00,2017-06-28 20:00:00,2017-06-29 20:00:00,2017-07-20 18:00:00,2017-07-09 18:00:00
1c4aa37782e5424ab601421d517ec34e,22196c11e0dd421fbd314f5ea3c05088,delivered,2017-06-22 06:00:00,2017-06-22 08:00:00,2017-06-26 08:00:00,2017-07-11 06:00:00,2017-07-15 06:00:00
3804fc1404b14507b0f6cd81d60645ef,5e7423eff5ae4eadb537e7b7d300d040,delivered,2017-06-17 07:00:00,2017-06-17 12:00:00,2017-06-18 12:00:00,2017-07-06 07:00:00,2017-07-09 07:00:00
6ab8f6a4962a4c57a283f08d9a3fbeec,5b7d39b6d863435eb3a725e6fd5a17c4,delivered,2017-06-12 19:00:00,2017-06-13 16:00:00,2017-06-16 16:00:00,2017-06-25 19:00:00,2017-06-26 19:00:00
15fc8287f6604d0cb89a6586170dd2ec,717b1c27d3fd4c1f9d3d7b573fc3d95f,delivered,2017-06-12 07:00:00,2017-06-13 12:00:00,2017-06-15 12:00:00,2017-07-06 07:00:00,2017-07-06 07:00:00
2468693966ed4870bce95c8d18a57b23,bdff05a0bc5a4d209825721768bdbef3,delivered,2017-06-09 05:00:00,2017-06-10 02:00:00,2017-06-12 02:00:00,2017-06-26 05:00:00,2017-06-29 05:00:00
acecc9132a3f4fc2a8d228eddd7981e6,8156d4e8eda54beeaad545a213e4fb45,delivered,2017-06-11 15:00:00,2017-06-12 17:00:00,2017-06-16 17:00:00,2017-06-20 15:00:00,2017-06-21 15:00:00
d5549e66e6d944da9ae7e4732c2188d5,c806e6785f2646aaa7e7cbc939b3f86b,delivered,2017-07-03 09:00:00,2017-07-04 16:00:00,2017-07-07 16:00:00,2017-07-22 09:00:00,2017-07-28 09:00:00
b5cba61c127440d293b9aefbf9735776,69e08a8035b643e8b03f3bfb7106afec,delivered,2017-07-10 23:00:00,2017-07-11 23:00:00,2017-07-12 23:00:00,2017-07-27 23:00:00,2017-07-31 23:00:00
e4c2cbd8befb4fd6bf99f8b30172d161,5f00def1d06947e6aa505cc55cc5c52d,delivered,2017-07-19 09:00:00,2017-07-20 14:00:00,2017-07-23 14:00:00,2017-07-27 09:00:00,2017-07-31 09:00:00
a360cfc25e164b52910f25431947ed00,3de52c01406e462a82322d84750597c2,delivered,2017-08-06 03:00:00,2017-08-07 01:00:00,2017-08-10 01:00:00,2017-08-27 03:00:00,2017-08-28 03:00:00
15442140f13c4eefab2b87096d345592,3ca5caad788b4be7b32eb84b4057ebe1,delivered,2017-08-18 01:00:00,2017-08-18 23:00:00,2017-08-22 23:00:00,2017-08-28 01:00:00,2017-08-29 01:00:00
c445c4bdd52e43b1bb558eaaa8a94636,a943d4a1ac7944ef81eafaa6e0dd9b85,delivered,2017-08-12 19:00:00,2017-08-13 15:00:00,2017-08-16 15:00:00,2017-08-28 19:00:00,2017-09-01 19:00:00
879a8412c0ea4ba9b9cd0055bae4821b,17c4c52afa5b4c7db603ad74e6d597a4,delivered,2017-08-17 00:00:00,2017-08-17 08:00:00,2017-08-21 08:00:00,2017-09-01 00:00:00,2017-09-07 00:00:00
b2ea7621ca814978854a4c5fbd671e7a,62d11d215f064021aeb09bab98eb52cc,delivered,2017-08-21 15:00:00,2017-08-22 06:00:00,2017-08-23 06:00:00,2017-09-07 15:00:00,2017-09-08 15:00:00
6c906f3fae5741f28921f307c383aac2,2357ad0e4d174775813ba28af1d21ebc,delivered,2017-08-06 21:00:00,2017-08-07 05:00:00,2017-08-09 05:00:00,2017-08-29 21:00:00,2017-08-23 21:00:00
5f559f06d1f242769364aa46b199b83e,94d5ec6195e0475a890266d7662e2fd3,delivered,2017-09-24 06:00:00,2017-09-25 13:00:00,2017-09-26 13:00:00,2017-10-13 06:00:00,2017-10-17 06:00:00
80a782768e4649ffae1516bb1e7743bb,7a8117428baf47328ac7cb145be69b9a,delivered,2017-09-23 15:00:00,2017-09-24 03:00:00,2017-09-28 03:00:00,2017-10-13 15:00:00,2017-10-15 15:00:00
8155082833de4b4cb43f1ba405344c05,417dbdacdb2447f0bc46ac00bac5cd0e,delivered,2017-09-21 15:00:00,2017-09-22 09:00:00,2017-09-25 09:00:00,2017-10-05 15:00:00,2017-10-07 15:00:00
5d126b83adbc48e69480be46944dcda0,dd55176bf21b4b14b1e87cb1e6396654,delivered,2017-09-24 22:00:00,2017-09-25 21:00:00,2017-09-28 21:00:00,2017-10-15 22:00:00,2017-10-19 22:00:00
ef6cbdf356ae437ba9fd065570ce2380,ddbfc8f620ae4440af491345c35119b5,delivered,2017-09-14 11:00:00,2017-09-15 06:00:00,2017-09-16 06:00:00,2017-09-25 11:00:00,2017-09-28 11:00:00
bd23ac37624a4948ac1dc09ea9bf1e1a,6d6d2e1afb6c4dcf9123fde6a5fe6fc9,delivered,2017-10-08 06:00:00,2017-10-09 00:00:00,2017-10-11 00:00:00,2017-10-21 06:00:00,2017-10-26 06:00:00
f024f2cf529e494092af5b8e0815be2e,d53e1cf17ca348e78c14cc5e04c55919,delivered,2017-10-03 21:00:00,2017-10-04 01:00:00,2017-10-05 01:00:00,2017-10-15 21:00:00,2017-10-20 21:00:00
06ba6628c48b49a1aae7ef4668848ab9,20a1251ddf95404889618e3c47a7a4de,delivered,2017-10-02 17:00:00,2017-10-04 00:00:00,2017-10-08 00:00:00,2017-10-11 17:00:00,2017-10-17 17:00:00
15fafecabdbd49b49735c71fdf453061,8772cb61ac254091afcca92f83b83dc2,delivered,2017-10-22 01:00:00,2017-10-22 16:00:00,2017-10-23 16:00:00,2017-11-02 01:00:00,2017-11-03 01:00:00
3c70e5ae9c7a4ba0b78a8676acdaddc0,1b1c41a63a894bd3a82b8572bc944124,delivered,2017-11-28 12:00:00,2017-11-29 07:00:00,2017-11-30 07:00:00,2018-01-02 12:00:00,2017-12-23 12:00:00
9aac6f5197ea4fb1883df98a979c0bc4,4603cee12ca840469f460c5b6d70de17,delivered,2017-11-11 14:00:00,2017-11-11 23:00:00,2017-11-15 23:00:00,2017-11-30 14:00:00,2017-12-06 14:00:00
