customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
adc530da978b45c497ef94d8aaa70979,a327a278a43a4dd2ab0661cb73ea6396,81694,brasilia,DF
b6d217651c684ebabad0da256d6d8e59,43b679728c6a46fead19c31246778310,49147,recife,PE
13837472d90a4197bde9ba3749f3ef9b,d120302c825649c8ac7a63825c9addb4,84819,recife,PE
1a3473fce2194179a76e60dd1fd6ff5a,6ed3e007399e41e9a57d2ce07a333bd1,77858,porto alegre,RS
3c6c4f11396d4eb3b52845bcb8043753,378c2c18f65943fda5c6f04087bb260b,71807,uberlandia,MG
c5acca0c4df645e5a233e07773e7d27e,640c7db6f6fc47adbb4b8ca79a9b29d3,32186,belem,PA
ef4c94f6b3e24b41bca8b0e28b4e8d10,431126c59b8b4429835a07c2ca66741d,69955,salvador,BA
a4674495c4c446afa2f23f6d0558724c,b36981b6fb194e8792bfe1dffd870b76,96321,santos,SP
4471e00a7c3c4e4988ef428507e98fa8,14a6b400ce0f416ab6b7ea0657023cac,56872,salvador,BA
bbc496f74aee4177b7d2beef591f3b08,0938f0e412a9489cb7482646fe24002f,80730,florianopolis,SC
0a1f9acc24d5422f921fe6abd2153ab2,23ff8fab31d944269a3c3356151b925a,13999,salvador,BA
1885cc685528424e96de42813603472b,bff5a2cd1f5242bc991e59fb171c4179,55524,salvador,BA
294db9d6a688434b976cfd044d3e1641,e3aece163f034a298ac01d2f41ef0019,12957,rio de janeiro,RJ
cd514b4daceb45259cd8c3e5bfbe96f4,09b3d7fbe9f9406c97fce45cf268161d,74620,goiania,GO
0b8022585f2145de9d5fe7d281fb524b,620ff8ff05784d5e84fd902b10588ef1,47090,curitiba,PR
14737956e19c47d5931cb94355dedd14,25efa875e0ef415b9fc154bc850de9ea,73910,cuiaba,MT
c9d5fec09200435484d5f09740e2b27b,d72c2891f3244c34a468e30d9f768e10,91894,cuiaba,MT
988fc1e275b54f95867be3a995d32a1e,ba0e03e0b90a4492abf9e1eb1e67fa95,19776,cuiaba,MT
c1ce407ffa124081b919c9ac227e6096,6fc0282bdc31492aa46fe847b4e3ff62,21631,joinville,SC
f776b7e9d48c4e678e94a4018f02ed87,43af0235c08243ad87b1a89008c05935,7522,vitoria,ES
8da6ca99b1dc4653bef2efab62630735,0b19493ce6b142d8ae20f36c068f4bb4,15918,goiania,GO
df60468685ba4518b4b032b9b266a937,260289cfc80c49b99a1f8ec17686dca1,8180,vitoria,ES
5e1ac2f4a74347c68a126cb9fdc9d5e7,f2afa805d05a468aa3df2e391128a74c,98912,brasilia,DF
2f6d97123efe42cea42107f9147aee85,94057be218f94bac935381df91db5075,6544,fortaleza,CE
a458c85a5ccf4d62836ac8dc77f1b981,8845cc217f614904b080407928995514,16096,londrina,PR
dd1829a3d8a74ce9addb831d547cb22d,2ae8e3eb7f214be488e830abe25d5d6b,32891,niteroi,RJ
198a6de612af4614a99467d514b479da,10a0c4cb121a49d19e7cf6711ec69e37,11011,belo horizonte,MG
0a4ce1a5be2c4c71875aacfe060e18f9,aa4340194d144f118cce1948eefac3c0,20358,recife,PE
3b57b1124052438fb57469dbc92a6d99,ed7c7baa56074411ad6eeb43989c705c,65764,recife,PE
2697fb09272f45e6a1de7276e12a9bf0,242e9adf3ec1409ca5c05264a882aa68,58961,brasilia,DF
062291df3edb4befaf32026d41cda39c,a4b49c86e6254b5aa37c7c0130f5d4ab,49331,campinas,SP
df92056c8a464726ab77b7e196741178,ffb2ac9cd738462f9d05cbcf5f9fb39a,97851,belem,PA
1c8c1f7b764947b3ba567ae5012e4044,2be0d428014c452d92cf456dff703c1f,46015,rio de janeiro,RJ
904feacbeb3b44f88f89f6d0fbcae22c,564aa6447cf04f91b460e341d4b0247f,58595,brasilia,DF
c38b0e00e958481a95853d4ffd591c02,f6c39647e81f448bb2161bd30696796a,89916,goiania,GO
30e7f6a6acce41939713c0f9f5a5482a,fd5ac154349e42ce98e713b7d9c64426,87787,fortaleza,CE
2336d8ef973243e8bd9bda1192918aaa,a5529749decf4300bc07d84a3be163c7,97832,fortaleza,CE
c39ee09d34754ed0932d79df8927cade,3ee30b1fa50849c0a9c13e39d8a1a2b7,64736,florianopolis,SC
516a1dbdf5fd4902849e38bdd1b61b77,13402edd59dc4f8bbc3aba46be21513c,71748,goiania,GO
800df85ce2aa4fc1bdfd532f2e51ecc5,50d12c5483c4485aa2ab0e961716b379,82885,belem,PA
8c7eb65f49d245d8869c4c55a1806d51,75d0f5a16ce043d8a19f573831d4216d,59841,fortaleza,CE
1569d57aef5b474392a1d83c572ed8ec,89b15d77097d43f094fcc322c5a9c87c,61513,brasilia,DF
5e8608f725744754833d7c01644b0408,2a713c83e267453695f55f9f4286090a,63991,recife,PE
176bcd346ffd4ce89071a31713d0d2d0,47391e2c4a294ec69d649263c5221e29,58340,belo horizonte,MG
22241af89698429991dbdada6469c2ab,c6cab875b0914d72a1201e3d5cb30a19,51615,porto alegre,RS
48242b5ec6e242ae99fe3ebe7590ac06,47a380286435423d85b6f1c6b1b47e37,38601,campinas,SP
0473c8b31c8343aba6baf790bd2e7feb,581e306c7ba14cbbb3253e5e1711584b,20597,cuiaba,MT
9c06c779d79b44e097340f222aa86021,1928b3cecc2947dca270946ee7e277c7,60914,vitoria,ES
98cc10eba58d44f787a458e683aedfb6,cb5d1968ff244f1db2ed4347126799fb,47244,vitoria,ES
25bda9e2dfd7492a8d959fc6c74f9d53,1a81b289c3e44ba4a40a783634ea7f06,67496,goiania,GO
714a9a5d9b374bed8272ea5fe8081d18,b1922649cebb498498094f18515365b9,9855,belem,PA
0ae9f1c49141413daec14c00c8c74b58,90646392ccc6490cac13c24c066f97ba,85252,florianopolis,SC
699e56f113084c86ba27d8470d8c1f40,be0253587f514ad7a423911fe9177405,60988,fortaleza,CE
8727c950b1a64a17bf5ac4ea4e6ec4d5,31cf7175ed8846a68b2f9511c71ad326,72176,feira de santana,BA
3dca8eaddf494eb79a1a3372385a6c87,971fe987998f4bf98a9e143257887209,58272,joinville,SC
8a59bdbbd1aa4043b4ab249b168f36cc,da10b243cc284dac9df1d1e76ae16b40,69062,manaus,AM
bc00052b029e4e0b915059315ce1d7b4,22d68fa41ec44237826b220236c22846,87628,joinville,SC
bf8ef1c48a534bfe8bf9f6268fac1535,d43924e9ae6c4aabb9715c8f96fea9ce,47210,cuiaba,MT
65ab62c3779540218719dab5b7cc8f6e,ad637ecbed9641b98ab5a440e7302bf0,21969,recife,PE
a5c511a51291422eaa849341dd1fc0d3,2c4962061a1e4e9793bf86bafedb866f,51181,florianopolis,SC
464a86002ec0449a84f60d0b117b712f,f03463d004c64c698575cd42725f12e3,70397,uberlandia,MG
003554aea71a4bd19e73607b60a2a403,b64bff209d96455f8b811709bb42b0e1,51723,goiania,GO
c72f16ed66864672893e7c211a978d93,f1e3ba4209b6471fa0260634f1bcd0d9,10706,cuiaba,MT
e4d53e1c052948d6b3742ae5332310f5,6a10495145d94edba2d9e2d74788fe30,39058,goiania,GO
42ccc55c044a438aaa46db4fb85b356e,b2ebd6348437405abeb9b6fdaee094f1,19202,belem,PA
7d67ec3db8e74d66bbde2b7b22590c21,22eb88b4adfc4078919166b7ac36c312,81209,belo horizonte,MG
3c88c820df084f4881f92019c4631e71,4b844af76cb447fcb09b916c059555ad,10666,vitoria,ES
3db23e84b4af4bb286186456e50caa92,961c02a5f3c445099e5cb669747c8877,73260,belem,PA
892955f3bb334ea388103ef3c100001f,ff016ef9da784e3d935249da6a78c4cc,22229,uberlandia,MG
1a1d19ad86c54460b4c2ad3f45d2cc07,e3414136b33b4abe84e2da7477e12084,84238,caxias do sul,RS
faa620bd0b09421180a523e7e52834c5,d03321dc7631442fb846d67b400ff3d3,23439,uberlandia,MG
01c76b4347cb4e58be8c0f0a7bad39c9,2c62f298f48d41cbab4b8a612c34297f,76598,belem,PA
22196c11e0dd421fbd314f5ea3c05088,f16bbfe65eb8409e9a76910b230e92c4,85136,londrina,PR
5e7423eff5ae4eadb537e7b7d300d040,f386a71e01ab4efbb54615e56879eaf6,61875,brasilia,DF
5b7d39b6d863435eb3a725e6fd5a17c4,b01c4779c2c9417683382e0569b3802c,49567,belem,PA
717b1c27d3fd4c1f9d3d7b573fc3d95f,53fd00bd8f1a472194b80fa809505de2,51351,londrina,PR
bdff05a0bc5a4d209825721768bdbef3,3b111fd67b904c119790433f323cf424,62186,goiania,GO
8156d4e8eda54beeaad545a213e4fb45,124475f3b63244b1beab4e2fd3312113,47254,vitoria,ES
c806e6785f2646aaa7e7cbc939b3f86b,d9112f41cb2641c9b32a39339797b772,57482,rio de janeiro,RJ
69e08a8035b643e8b03f3bfb7106afec,ef48427f357b4ba28f4cc531e1b5e26f,26513,goiania,GO
5f00def1d06947e6aa505cc55cc5c52d,26f8b4a8f81247079e382e3d59115a36,81090,recife,PE
3de52c01406e462a82322d84750597c2,45d0589a84f6496c8b4783c238053af9,67731,vitoria,ES
3ca5caad788b4be7b32eb84b4057ebe1,a98120cf12224343b4cc4c1001e2e4df,68568,vitoria,ES
a943d4a1ac7944ef81eafaa6e0dd9b85,48b9f55294b64da489dc934326e91bab,65205,goiania,GO
17c4c52afa5b4c7db603ad74e6d597a4,1413bef568744748a8939697763b8cfa,96069,manaus,AM
62d11d215f064021aeb09bab98eb52cc,df28d9faa60647538f07e9bbdf920ae4,83447,goiania,GO
2357ad0e4d174775813ba28af1d21ebc,83267259d1e748a3a4b96888c8117261,20848,feira de santana,BA
94d5ec6195e0475a890266d7662e2fd3,07e70bc3fb294dc497c6f9a57eca2a18,74516,caxias do sul,RS
7a8117428baf47328ac7cb145be69b9a,7ea75c76a37c4775b0f74c9408df23c7,47437,goiania,GO
417dbdacdb2447f0bc46ac00bac5cd0e,21e141cf74a54026bcbe5a5548141bbd,38880,belem,PA
dd55176bf21b4b14b1e87cb1e6396654,c257c93544ca4ab7b8e3e59dc4cc0b6a,72197,recife,PE
ddbfc8f620ae4440af491345c35119b5,3433a6afebbb4ddab32d6932bba05f9e,34612,recife,PE
6d6d2e1afb6c4dcf9123fde6a5fe6fc9,9df09d84b6b841c98311379955b2a347,32363,vitoria,ES
d53e1cf17ca348e78c14cc5e04c55919,335a4e0203894bd099fcfbed15f526e9,14178,brasilia,DF
20a1251ddf95404889618e3c47a7a4de,79d44ed42d234e46ae4be72c8982ce15,43096,londrina,PR
8772cb61ac254091afcca92f83b83dc2,95f02d67adcd4b058d49e9e8253ef16e,24040,salvador,BA
1b1c41a63a894bd3a82b8572bc944124,6f856cfa756e4413b3ad04a39bec5c89,15064,vitoria,ES
4603cee12ca840469f460c5b6d70de17,73319c8dfa5c413ab2c017c7ecd2616f,44343,rio de janeiro,RJ
190ae1dbec37450ebb0df1d4924a3c1b,d9946498a703414cbd04fa3f5275789f,26318,recife,PE
b6bf6154860140ea9c261aa46c72bc4e,dd266972fd044a4faa0b392be3b3dd42,25219,rio de janeiro,RJ
0541fdc6dab84fc18c155dfc387506fd,53cb7f8dc0b24072a4124889a57eed43,59554,caxias do sul,RS
87f7a13a3ee649e2a763d10cfbf96a64,ba1c5ec90aa0494f908173c4b2da1b92,41213,brasilia,DF
0e36384df92e431a9cdaba842df381a8,a17f8d706d1e4cbc90e590d8301c3dac,63676,belo horizonte,MG
cc02a84cc151493fbc6531b8d943a2d5,c6b1325b66f742c09ccb288822da8bbd,29627,recife,PE
e4c7ecdce82241559aa52bfe20a09e2c,6d6d3f9f701348acb575abab6a0b9b76,9094,rio de janeiro,RJ
a388dc2410234064a99d96ff05485c35,7efc43d28dfe4034a8612e169f86b0b3,77434,fortaleza,CE
e34a98dc86d7442183a0cc5a7674afff,31b1e478cfee4c15a8d0681bdc52073c,8567,vitoria,ES
5cd1a634d6c14d0c9c33362c77f95307,5d126f6714f548e38263d21d40cdb493,46158,salvador,BA
7cb085dd1a4040e08e0f1a6c70b0da59,2e5840899f5143f880ea171a90186868,18750,belem,PA
6423f383d3ac4e838500aa8d2991b9f6,92c55996100d42af9f3e93989a9f87f6,71687,cuiaba,MT
ea154b60a63e4a1583dda687c702ee12,80daadb0cdb54d9b81afbe282c874ed1,1455,porto alegre,RS
0c486607f8dc414db0233bc41c03109c,983ad44515ea4e61a376bea72ed4015c,25704,curitiba,PR
930bca6cde484552b44dd0a4cb11581c,8ed2987ce0824717ba2fb5b1f6a1a82e,5400,vitoria,ES
ead03827d3804183bebf5af7ed024736,d1f7918e1fc34279b56c18bfa0c157d3,99878,porto alegre,RS
b6110733643d4922b58b599e20fd8bdc,377d55c8bc274192b0a0cb46576d4778,69321,recife,PE
58b461ecef3d4bdfb341548b4a93ae16,8db706ebebbf499b9c87c1a654aaa59a,85320,joinville,SC
1ff6083fa47945a0ae0961a5816f62fb,205f35941fb34dc1be6c910594dfa7ed,71507,belem,PA
7550fcca3ca44cf3b7852c5475cbcc4a,176d09526fc444b9ba99c9c0b1272e3e,55592,salvador,BA
aeea528bc62c4c5b80d982129dc7746b,8fa6869042624dee9bad0f6b38540c50,95972,goiania,GO
7e8aad82210e45938bf209b7c4b0a480,98a66c2d99154bc09e0092fe7477c340,95936,vitoria,ES
c1aa879c76234922a830c02226c6ee80,af9d82e9be394777a0ceca7170a3858c,98894,niteroi,RJ
1a0b97d7a68b4a94b08ace575babc961,17831478a9224924844fb667d2c914ec,70946,brasilia,DF
d6bae70038394975a312f05f316acf60,6216b661bf5f4557a76706b882d3839c,42973,brasilia,DF
5ca05cdb790e472bb04901a1e9d3de29,4cd6f1a0444f42bd8a1c90a8cfeb5046,77550,manaus,AM
e722cc2e9ed84918b75f51b7c668f03e,bc606aa4c3ac4573a1e25c4bf68759f0,45245,recife,PE
1f241838365f4620ba9fa088abad052c,6eff335069994f75865aa8083376caeb,25123,brasilia,DF
daf401c08812432a876dbe635337c815,c24bbd4750ed4db3bd947e466c38d4ae,31334,recife,PE
afd31559b4784bf19f4331d93c23cd66,5d230a5bc6824a59b47592645d9d2a67,81808,recife,PE
1e21d191739c4d06bbdd910d30c8f9e7,08065ec3308748f8b64b1da937e23720,2553,salvador,BA
4a88fd57512f4d7c8dcf2266013b4c15,85b5eb20f9374863b71b77b2f4b18dfd,20516,goiania,GO
01ec37a23b904ef6be5a597c5e5b6c0c,88594009fd9a44bea3f6dff5db404ab5,75055,brasilia,DF
c15f92022bf844968eaa7f657f2f34d6,ab26d8103af5452bbf4529401d983c7c,73443,feira de santana,BA
c09954a0eb204868bd6091bde8d09a6f,802764eceb684da6942431eae6e251d1,44420,belem,PA
c2cfb9c7af8546cbae3092e0c33c080c,ab0423ef760843e5a5c2c1fae48ea10e,37749,recife,PE
1badfaf8c8884c02969b34def2b43b86,0b36f42a0a4245188193cf557ec44490,74919,belo horizonte,MG
e7f098ae75174fd4b3d3dde69ec6b8e0,1d5634e1e5d8416bbd95dd1e9042b605,13803,campinas,SP
4f47b7423b7548c7a81b879d96f62cde,1e85961552db4f80a9a0bb9c9b4c9eeb,60054,belem,PA
2600fa7fa93b4e0db390705e85945190,5b19f20d0c14462797773a8e7703fcf8,33302,belem,PA
c9479527f23c4a01860d11cc91db9714,c9e8d604510b47aaac39b52f5ad97f54,1680,niteroi,RJ
7bdf76fa3db346e4a7366c2db8591545,159d3ba59e004f4bbe64ddcd0bf65127,68166,goiania,GO
bdbc5dfc7adc4b328d1e6203813bbdcf,830304da439d46f7aa6057ca54fdb34c,55238,londrina,PR
8742ec64272b44798e76f0cf46c2959f,1b12eb764604409fb085c4e0aab0fe0f,36180,londrina,PR
d678b4bb66ba4e8ab19998b9d5316512,c7b89dd4e21b4542870c929c6559a240,33990,florianopolis,SC
aef5fa6cb86f4c629842c00af198e832,c4047c7cb88548e69ec5b97db0b9217d,52864,campinas,SP
6ae12f578ef44b5ca0f91982143948c5,27de472ddc4d4cce96446f1e16772442,86332,cuiaba,MT
db6b0b5cac6744d4bef613c510a8734d,7715c98b2de7436b9d792e44a64d3f22,92089,fortaleza,CE
6c35fbad330643a2b9f784cb8cfb6bc9,cdf844db046a4d28b0411b5d305243f2,78624,porto alegre,RS
48e2eafb8b7b4403b7f862d56b61f726,874f4c60736f4f2390a23b99a2b81c3d,91811,cuiaba,MT
c7896f2de1bb41b7b96409ba43d004ae,6ac437ad12d941deb3ee587d2f81626f,56460,fortaleza,CE
3a7171cd3b35443e8541e01a2f91f40c,5bef98fe1f404516bae38331457ee844,92964,florianopolis,SC
00cdcc4999214c69aea3e0d12c0f0a0b,4d106739a11b403baf08a4caeec97b2a,57420,belem,PA
9a8968d6984249ed9f627e1e525a2757,8524cbda1c374668be9c1238e5be73a7,90070,brasilia,DF
d20508e1ced54ee4abc34ea67642b897,ba375cedfb204aa2a610f960e500bb01,12253,manaus,AM
0ccd6514fa0b496a9bc29cb1228794ea,b1ad626c20cf442c9dd98e3b5fccbec0,13795,brasilia,DF
9ba29e8c1444498983761c55d51cfd70,88c89879f2e4472a810e708dd40e287f,45967,santos,SP
dc021c1a516842e28b791f24c1be7926,3ffb02ee0f6e4dfc9907ba8aceb17726,56885,goiania,GO
744b291056bb4013af79cc583f3f66f4,fb0313320f2b491291db6588cdc166f3,26863,manaus,AM
ca060b04314e461d9f4012b05ca5e928,f7eb17bad8324bd5b4159f76e2c2e9a8,37483,porto alegre,RS
dfd3005bca6840bb81be389e377466d3,a13aab00c2c6496d890cf96e763cee42,65157,cuiaba,MT
ba0318cb3145487a9f0e2e8097cd4ae8,c6dca208c5934bc08d4bee1b8bc7f6fb,89288,uberlandia,MG
b614114a18374d50bcd651abe37391fa,01266783c1ab4d3296928f3b7ffb7a4e,49929,belo horizonte,MG
d970158967c0493598649f8884ef375a,266cf9de7dc944f5afc3b1f4bf8c3f41,91889,goiania,GO
992bc542750a40f1830cf76eda019aee,c8570ed8dba44ada9af7ce62a7cdf65a,48059,sao paulo,SP
98040c8257514ff9aef25191b3373b19,a73d5eb07908452f8dcddc4352d24c90,94079,feira de santana,BA
b1971f68b069410da841ae982ad9ea53,51bb35e634c1483fbd3f09a6d749975a,38836,goiania,GO
851cc2ee8dee4e72b5d1941e53eb734a,9e7b4dec81844332a523c47f1c6772d0,49085,cuiaba,MT
6061c5a8a9e741229c3c109e99257a61,50e7f400847b4859b5e4b00f8489cf67,33444,belem,PA
fdbe79cd6deb43b99f1d64c9d595fc90,1fefdf3d74b141769d3be1d636d9467f,32056,belem,PA
5bb509157f0d43f191ef344596cd0497,4f5f378215a946dcb468c9b1a6021096,28124,porto alegre,RS
a7dcce458e5d4d72a612b43f621e2218,f30e66340c5f450c989db594851aa82a,76069,londrina,PR
b3759478e28e44159786ed6479124232,9dee5a39a06d4636a01c00a4b088a619,17631,recife,PE
70c6e930c41c4f119fea65d109d25de5,f8f56922743c454ebc136911d4244d27,83288,londrina,PR
099af84622c64a14add676b291d4effd,5a9eef7707a34dc89d5238473aa8e31d,49374,fortaleza,CE
349381a5a40f48bbb3dea55a695293da,9d9aec6ef2df4568b93f1c8690a32a9c,9300,joinville,SC
716eba2df48643d8b20416f912b5cd51,f3929af263c345dfa696b40a2cfcfa7a,75205,uberlandia,MG
5460e7d4fced4b45994a96cd08c89563,ca554a52cd1d45b2ab57acb7247c0c96,61238,belem,PA
ed0c949d250142c0ae05eafa848eb147,9b5a084a76774bc399274be1154a79e8,91255,porto alegre,RS
92e292cdb46846eba54ce829ec6acb84,f62e35f08fa44268b9018d32c702c720,11803,londrina,PR
de25af50477e4084ab6d963f6281a247,6cb1f834c31f4236a3d75ada92b5ca59,13475,fortaleza,CE
1dbaa8cff85245d68d64e451b5261378,591d237111254f21bec5ed9cbab7ffd3,16806,joinville,SC
67d602a67b074f9593d9f90e1e20a4e1,a1a6d23334234a60a544f2b62d90146b,96782,rio de janeiro,RJ
b003d0475aa34bc0ae3955b6d931bda8,fb16b1519bbd468f8273a4a29940f552,80995,santos,SP
7eb046fc956b4fc58ad79b78bd5544d1,adde544a15214787ac465f55966ced63,29474,cuiaba,MT
1811b863ca414a1a9c3c7d00ae7c36c9,2b62e5d318254e3f8c077648a8b93114,19327,belem,PA
6bf3d34d3dca4d768f5be7c3c64eacd1,da5ab423860d482fb7690b8b74f8b5e6,40537,manaus,AM
e684f0b436564ece910ee6f297e0d5ff,65847a20905242e2845f93575dee7887,65865,caxias do sul,RS
0a3722a9fe3a49c1945f6d4b6d63a6c3,ec112217db974817ab522104c03f43ed,51703,uberlandia,MG
f82cfce4ac87471abc5dbf77743134b3,8619ab84812e41229a2c596b0ca9c6c6,29277,curitiba,PR
1df482ab51764653bfc2f608d3a3d444,038138ee5cf04c20844708bbf8c8d3d8,84956,rio de janeiro,RJ
99416bcb7a1e4072b786e43369471caf,9152b46ef8344f1ba14941f3741fabfd,21365,belem,PA
2370cba39c914af0bec6662c19a6b933,1e3db59aed334967add03278b1aa8da3,57948,manaus,AM
43b46711bcb54992ae31d1bf84b9871d,d30d1b2bf8eb4df18dd922b090e08de3,2487,fortaleza,CE
e47ccbf0a8d34084a6e73d6fea86ca5f,49706f5bf0f640d08558ac824ecbab35,4847,belem,PA
8e4e6d548c104002b8602790cf79e3c2,37db8a09cc0045829ca95d242056e7cc,8266,joinville,SC
ebc8adaf01a34ed68399a18330b4a93f,628cc833ba38432faf369d5807404fe7,6772,sao paulo,SP
ef8cbf6c4c504538a96e7e080e7313b9,b3e9992dc2294a4d8799a491f22f03a0,73465,santos,SP
d2f7f62b441840cbae4301cf28120b29,135aa3b1b9174f85901eb040b55068c7,11208,londrina,PR
b445ca649ae0454a98e29373d84f3e80,cc6f79dc3e9442f5a55c31a25ea5fde4,61960,manaus,AM
94f59220adf344dc8e2edf597f4d1580,8f9d7c8e351845d4966fa23193769c8b,40834,vitoria,ES
0c11042493c84869ae51908dd093d1e9,3493f513f1874abb892f6580581b1bab,4133,salvador,BA
f7dc215d178241e9bd8b7af9499e30d9,51f5a0c5fce9421c8fea30ab55754994,14624,curitiba,PR
dfd32a1f7e5f44f38f1c42d814c448eb,9cb622f121d24f22b7073446411c593f,31339,santos,SP
9dffacce94d64b34b7bf644bf4f2c903,60f8853433df47b3bee3e11c05d324b1,52688,cuiaba,MT
a8fdf813939f4bec825ccac4d26989f7,f2de7d3b2aa24059b2c673846bb923db,52505,joinville,SC
63bc8011435542e8b2cfdf15f350f9a7,dc3c9be5a510459dbd18c51613e5b81a,21369,rio de janeiro,RJ
494c46fc8a714b96a3b1ca9d0c41dcef,b338f480fa1b4821864ece075c602f85,41410,brasilia,DF
6d164e63f909460c885fd38c72d72c7a,993e3b1c95c448159d7fb3139e0d7f18,20441,florianopolis,SC
3c470c29ca8b4a9fa1c12c894b428e19,a8157f432b6d46b9a1d71d7fb9c95ed6,54004,campinas,SP
78d7a9d96eee4b81bc485eb96240316e,3a7a1ec98bec41e089b8269064a40890,19322,belem,PA
2e60c3b3f8144d1e9d9795b5d33392de,2b68ec83e9584033b1bcd27269495e26,77326,niteroi,RJ
f2725ad0ed424956aee3b662547b6f88,34e76a15d84c478d9cae37bd93e912c5,44456,manaus,AM
83eaf690ba154d68a9d565924ee490c0,1a70853cde33435293934ef53459ef8b,56923,recife,PE
9317bba451794c94b771b82283e30328,5039b184b78a4f0bb14493fe8f7a3e7d,33215,vitoria,ES
69ab467d2c1f48e1a30604ab5e9f752a,8af815230ff8402c93b483cacc18bdda,18987,feira de santana,BA
eeeac0740d8b48ae8efd36fc6a5fba0b,8d86d1b583524f668a0b85301cff2d03,48069,fortaleza,CE
079149e090744d36bd5d3cddcf07bfc3,72185222e74a478a8db38869df0b495c,42795,santos,SP
b9201af3e7264447b68cfc642134c046,7871672196554bdb9d794c8af18c6894,47849,goiania,GO
aeef563537c647c28d3e2ac1804f4c54,d47622bd340946599adf94ac8359523c,47504,salvador,BA
6e95270f78484871aa5bb85627b1f1a5,0859c64ed5894d7da404e9fe1166b943,74873,vitoria,ES
eac9d0b187534da68cefbb41999af2d2,d644d1f761a34d22972000d679669eaf,79861,porto alegre,RS
553f7e33ff5c4b0dba8cd913fd7ccd25,952be5c9ad0b403597ae696590c26cfd,18103,caxias do sul,RS
de2268960ff04d6d9141d16e69cab16d,184d6c434c3f490c87b3f7976b2c82a8,19566,fortaleza,CE
357574e8ce414af4bd512a8836270426,65c3b06cda304705ad3cda000a66bb0f,21644,uberlandia,MG
f62b2b4378674393b94733428ae607a6,66af37248487467c8528575bedc5820d,23983,cuiaba,MT
c020b426da4e4b348d4ff4f52f089a35,92280609f6a64dcfb85b6b502b474225,5244,vitoria,ES
167ce4cb79e7481fb6f76486231b94c4,3797484e557a4ea9a1e2123ee4bc8c4d,32194,niteroi,RJ
363258010bef4a04b8532db7728d8c60,ae10cc7583b94125bbd17da838c96835,91855,porto alegre,RS
e76d6e6f1cb349e9b5fcc9247c6647ef,f0a471b1407e4813b095831c00e5765d,55266,uberlandia,MG
7ab4eabc7efd4e278f4d3e332616a34a,26fdb628b93649ef8bf5f29c0127bb0e,5379,belem,PA
