order_id,payment_sequential,payment_type,payment_installments,payment_value
c5adf6551e73400aa30f961aa7621063,1,credit_card,4,53.010000000000005
140d7ddd632b4675a4cb24d63bbcf40e,1,credit_card,1,68.78999999999999
1ae6b22f037847e0b995ddfac9333493,1,boleto,1,462.41
11ffb746a60c4d54956b8ca904864258,1,credit_card,1,65.84
58a055ee55e64e7fa2beaf9ec4ab7d1f,1,credit_card,3,76.46000000000001
11d45fb0730547398ef166311c074a98,1,boleto,1,187.16
b3a5f1b7968c472480e7dbb5b5aed4e6,1,credit_card,10,441.47
aa13e64d92344ce284fbde2738ec6479,1,credit_card,2,329.8
398036b0143a4e2788bee245ff82602c,1,credit_card,10,183.35999999999999
74ae7e0385064c66826536c127c1c18d,1,credit_card,6,389.87
ac1e5f1c9cb144688cb47959afc5c6c2,1,credit_card,2,403.95
86bd7aa5b5254a23bc89c86a851a4133,1,credit_card,1,387.28000000000003
92ce2288df3048eeb861fc24382f24e4,1,credit_card,2,399.91
885589198a2b4f7e829c0432c0af2c36,1,credit_card,1,408.5
67083f96c8984298ab078e588089aacc,1,credit_card,3,448.74
e3828dd658b745469ced8157406faf63,1,credit_card,3,78.51
fab8e0d636c54a2bb616570c918811fb,1,credit_card,2,263.59000000000003
69443d0327244309b8761eac40ee7fff,1,boleto,2,82.08
c5c3d8411b1d456da22d5c1b5e01d5db,1,credit_card,1,325.37
e765556a4aaf4174a15a9f9e7196f41c,1,boleto,1,197.6
4790075b5f104f60964077a0ee088552,1,credit_card,2,259.09
00a98676b2524f5f8c3ed68b6baf1e7d,1,credit_card,1,238.92000000000002
edb1b71dcde94050ba8d0322c582f887,1,credit_card,1,296.22
2060043f501748499139106747d5f0fd,1,credit_card,1,144.42
c370745ecccb4990807c88f0ed1a971d,1,credit_card,2,222.06
6511fa87ab0c4ccabb5e66d5cf82ca21,1,credit_card,4,381.34999999999997
2747b61dc2a543c8ba3288e82f630bc8,1,credit_card,4,410.79
32518efd71e44d838b3ccd0a1e42e40b,1,credit_card,2,117.46
aed751a423c947acb75dbe292819df8e,1,credit_card,1,251.76000000000002
16ffd1d9062e4b78ad6e60273688a01e,1,credit_card,1,143.37
fbca3d315cf944338a8d690ac99038d3,1,credit_card,4,117.86
9dba04d7c63649cca503730e8613a27f,1,credit_card,10,311.74
1e1867c3f99940bab3d52cfceb606273,1,credit_card,1,69.56
cd390c9c588a4633980ac0a2c8a63127,1,credit_card,4,106.72
6a0929b6d37440b6ac9397c6c29244fe,1,credit_card,1,216.68
67c946303502456aa1b3a3a61d7ac9a0,1,boleto,1,467.18
40a49ea148bc4cc9916ec1cb69443358,1,boleto,2,103.93
43d7b63565314aac81692d6d7aa1b73c,1,credit_card,1,352.16999999999996
ae5f5f810db74ebc8a4bf2d1e1bd1398,1,credit_card,2,242.79999999999998
e54a72bcfd7440d39bf013f05aad0611,1,credit_card,4,57.980000000000004
203d913aed704681bd84ded129528838,1,boleto,2,141.27
169ec36a77fa4cb08bf9c3b4684ac352,1,boleto,1,380.89
c60d1cd52a194ff8ac17d00d574e5081,1,boleto,3,95.74
9c8fd7c14aa94c44ab231521bc02cd77,1,boleto,1,406.1
6ddd484387124b998410aa3cdb7a87df,1,credit_card,3,191.42999999999998
e3c7075cd64943d49f43e3413792fcce,1,credit_card,6,415.40999999999997
8f9a209ef285469e8d30b9e96911e144,1,voucher,2,288.64
5e02434ec715463c85f80aa85d1f4795,1,credit_card,4,378.66999999999996
2d090a8f4338443caa7a2e96950234e7,1,boleto,1,403.86
7e2e5947051c4d348a592799e6d9ca7b,1,credit_card,3,90.55
580b0eafa1f84c6e8e5b47656c60fff9,1,credit_card,1,313.4
553e2af032b943aea4aecd8dca8a6563,1,credit_card,2,427.65999999999997
eae57ccdc58549b382f819ed82f96d96,1,boleto,3,279.65999999999997
fdc452ebabcb48b8bd5242e915a81f46,1,credit_card,6,290.22999999999996
36777fcc910344b8b6be2f7d53f39d3b,1,credit_card,10,429.5
ce1790f7815945ba968da61403069f5f,1,credit_card,4,192.84
68c48a5c34104623ac38763701e61586,1,credit_card,1,218.84
a69a7978367344e6a7458cbb46cad260,1,credit_card,2,219.17
5d9e2991c58a44db90eab696f841af51,1,credit_card,1,288.87
19cfb123834b4ffdb2717400214723e5,1,credit_card,1,462.84
e3235bab90b1402da1306f56fb56655d,1,credit_card,2,57.84
1c718681569c4c4fa5ed08a41c035816,1,credit_card,4,262.56
d137cfea748744b6872a86035c9e16f2,1,credit_card,2,435.03000000000003
8cdbbee6470a429492314845e00c4f6a,1,credit_card,1,97.84
e3c2d59c67fe4ab2aca85a23726eb0d0,1,credit_card,1,107.17
367f647d217c4c6d824b8c7fadcb548d,1,credit_card,3,414.3
50bf77473322472f949e535530d09290,1,credit_card,1,37.959999999999994
d988d79957314390b16046e5946b93d1,1,credit_card,2,195.08999999999997
7522958ee7264bfd919a30ded587c717,1,credit_card,2,203.08
1c4aa37782e5424ab601421d517ec34e,1,debit_card,2,91.39999999999999
3804fc1404b14507b0f6cd81d60645ef,1,credit_card,6,100.23
6ab8f6a4962a4c57a283f08d9a3fbeec,1,credit_card,4,148.04
15fc8287f6604d0cb89a6586170dd2ec,1,credit_card,6,112.0
2468693966ed4870bce95c8d18a57b23,1,credit_card,6,294.49
acecc9132a3f4fc2a8d228eddd7981e6,1,credit_card,1,207.96
d5549e66e6d944da9ae7e4732c2188d5,1,credit_card,3,158.35000000000002
b5cba61c127440d293b9aefbf9735776,1,credit_card,1,446.64
e4c2cbd8befb4fd6bf99f8b30172d161,1,credit_card,1,50.050000000000004
a360cfc25e164b52910f25431947ed00,1,credit_card,1,323.34000000000003
15442140f13c4eefab2b87096d345592,1,credit_card,4,273.96000000000004
c445c4bdd52e43b1bb558eaaa8a94636,1,boleto,1,321.20000000000005
879a8412c0ea4ba9b9cd0055bae4821b,1,credit_card,3,479.0
b2ea7621ca814978854a4c5fbd671e7a,1,credit_card,6,417.75
6c906f3fae5741f28921f307c383aac2,1,credit_card,4,471.44
5f559f06d1f242769364aa46b199b83e,1,credit_card,1,179.91
80a782768e4649ffae1516bb1e7743bb,1,boleto,2,168.85
8155082833de4b4cb43f1ba405344c05,1,boleto,1,123.19
5d126b83adbc48e69480be46944dcda0,1,debit_card,1,450.52
ef6cbdf356ae437ba9fd065570ce2380,1,credit_card,2,358.95000000000005
bd23ac37624a4948ac1dc09ea9bf1e1a,1,debit_card,1,43.790000000000006
f024f2cf529e494092af5b8e0815be2e,1,credit_card,6,198.87
06ba6628c48b49a1aae7ef4668848ab9,1,credit_card,1,438.55
15fafecabdbd49b49735c71fdf453061,1,voucher,2,447.95
3c70e5ae9c7a4ba0b78a8676acdaddc0,1,debit_card,1,430.98
9aac6f5197ea4fb1883df98a979c0bc4,1,credit_card,1,205.74
4dc8a2ac50d048a6b0172d83683c0626,1,credit_card,2,125.78
b9ad127428a04245a1cda0346c6922ec,1,credit_card,1,70.1
618ea485ecbc41b2ab82ef3c163685eb,1,credit_card,2,62.980000000000004
c28d18de761b41c191835387836b5dcf,1,credit_card,3,295.45
0550dfd138e144a284c6a59b40b5dfb8,1,boleto,3,268.18
7db2ccfd12ec4c1199166ac1de333550,1,boleto,3,414.59999999999997
832b54fc272d4b4492a9dc6deb319846,1,boleto,1,328.33000000000004
fadcb7596cb44575841fafa825892be3,1,boleto,4,340.26
c27de94f658d40ada4c3875013d60188,1,credit_card,2,236.88
422385f3f4654ac2a031e95d135bcae1,1,credit_card,1,444.88
12957109d4f549f9a42a5ad5a71e972e,1,credit_card,1,322.22
cc25ccd1c8af4e52a41d3f7892bda308,1,voucher,3,427.26
f5d559badf264579afc12d9402856469,1,credit_card,1,86.57
5d031224e3d1419093a8c784109ffc38,1,credit_card,1,370.53
2ff75d8349f24f84a5dbb43e10083404,1,credit_card,1,459.44
a6e0050ef4774b868b8de52d61bb77bf,1,credit_card,3,118.83
161ab737c6e944eb9279a949f545ab21,1,credit_card,1,153.49
b7fc5b292b574322acec3b4a9e2c0e89,1,voucher,1,403.81
84064c744b6543f89b7494f88ed0d4ea,1,boleto,4,417.96000000000004
98d6f8e1b8034982940191752e788e7f,1,boleto,2,80.96000000000001
a2883c3b50f84a01889f5fbf07b7c8aa,1,credit_card,1,374.6
ec298f98156d4b6b91317e5b37995b41,1,credit_card,2,115.05999999999999
07db2b1579a741d1a8d13973595f8b73,1,credit_card,2,149.32999999999998
8eb26da2da714db783a5bbe9f994ec69,1,credit_card,4,283.52
6f9656a05cae4c12a43b5ccf082b80e0,1,credit_card,1,336.21000000000004
44616dbaa00c4b16a7406d790afc5f66,1,credit_card,1,172.27
0f7e846adb4340d39852b1fcbe57fdb9,1,credit_card,4,86.12
f23f90f4eb37437d9110570c1ce929de,1,credit_card,1,74.25999999999999
1cb6c7ae216241d7a054635c2599c215,1,credit_card,3,416.8
f1062c4b3a9a473a9becd17518db5e87,1,debit_card,1,396.72
042fa47d6912470e8112778ae136529d,1,credit_card,2,110.21
89e54792c4284fd3a54830b263fb5290,1,credit_card,10,275.92
9875a4ae5f0a49b9a630f5260d65abd7,1,credit_card,1,116.78
f446382e8def495085a1ed872cb9af91,1,boleto,3,139.57
906f6c79ba2b47b59572663a58d01207,1,debit_card,1,176.32
34d64a33c5134456b2f15af8da001c7c,1,credit_card,3,409.25
1b7b5b31f25f499d988173bb852f6434,1,credit_card,2,417.47999999999996
16236bb3db0542ad82d6ba89badebcec,1,credit_card,2,413.58
e972d5972553405eb0c3d8814fb34958,1,credit_card,1,353.90999999999997
5609e31504684465aaa6977f1a48075b,1,boleto,2,437.27
64dba5e453394159963ffc79ca99ff0e,1,credit_card,1,448.84999999999997
d2f8f1d9db61452097b6eb9ec766320f,1,credit_card,4,101.92
284af35086d741aba052b8e4cf1acc9b,1,credit_card,1,303.09999999999997
b7d7ac0c72ef4c91b663baf0f7be9526,1,credit_card,2,44.660000000000004
92f63f9eae0c4a488a81fe705dbddf96,1,credit_card,1,293.49
03fdc872f44c4425be059753af2522d9,1,credit_card,6,138.95000000000002
38e1e34685f349b18bf3f9f6a87ae2a3,1,credit_card,1,165.74
6e45006cee2342b0a11eee92d1f63cef,1,credit_card,6,479.48
654e4e3d19834ced9ff27a63c4d50eab,1,credit_card,3,336.61
e956734898f64857be19d813bbcd1da4,1,credit_card,3,229.42000000000002
490742e0ab544685853734d4cdd29b23,1,credit_card,1,308.22
cc209ab5e0db42d59c02eb6b22556284,1,credit_card,1,442.14000000000004
dbecc91dde0f445bb0b31d453639b6b2,1,credit_card,10,299.66
a20f3ecd7ada4bf59a99adc3f1914824,1,boleto,1,390.16
9ca1ad37b06b44a7a3f8a347b6f2a5ab,1,credit_card,1,252.23
62fcbcef3dc54cf1ac8a60f2f135e034,1,credit_card,1,204.45000000000002
1570585383a64ddaba61f0dd32f41242,1,credit_card,1,129.65
72f2154a5d4641ae8ea60956eee9eec4,1,credit_card,4,296.94
3477e552269244cdbd40809dd21268d0,1,credit_card,1,253.67
2d0d09d51feb446aacf2427f49f1e4ff,1,credit_card,3,281.8
517544181197490aaab54b068b8d248a,1,boleto,1,408.88000000000005
2d5cf61e485b435ba39b2b7fa06096b1,1,credit_card,2,429.05
5f5fe3147a0545a7a333ab6644e6f427,1,credit_card,1,166.63
bc5224fbfff84005ab2e065b945999fb,1,credit_card,1,107.09
eb367ccc149244d5bde3fd8b3436fd40,1,boleto,2,447.19
24895903988d498b9187dab73831f12c,1,voucher,2,47.19
b212efb783ef4115a5e34ce181cf099b,1,credit_card,3,152.31
f475da0a832944fa970a28c65b2a1237,1,credit_card,2,70.18
66d71698839442f49498790ac598e036,1,credit_card,1,392.81
9f4cb0d352cf4fa5bbcf3fcc49c524e4,1,credit_card,1,311.11
9748b82c9f7b4753b5375ecffaa41f7e,1,credit_card,3,256.32
d7bb18e372e7422c860c06f77f7745fa,1,credit_card,4,141.12
2946fedb625e440b84e0aedcc89e61fc,1,credit_card,2,124.73
513a6aa0410749baa8c17d71f7a9625f,1,credit_card,2,58.85
72dc9536c25844fa955141c37de1c82d,1,credit_card,3,255.70000000000002
2647538260094fa8afc857586076d44a,1,credit_card,3,468.98
655e2fef8520412694a564177c355cca,1,boleto,6,182.26999999999998
050272b11ae74e779aed6736060db3d5,1,credit_card,10,128.73000000000002
0072df06eb29410680f233c8cc47ff22,1,credit_card,1,395.97
3e014646e7784a87b7f3eebf581d04d4,1,boleto,3,344.03999999999996
a7b54ecad6b246178d2f6f22cc187537,1,credit_card,1,321.40999999999997
0d1a7e0de18f48ef9abbe403dbc0e0a5,1,boleto,2,290.22
f727c689a1724432a89a029abe3c4e9d,1,boleto,4,201.04999999999998
6c7558781cbd4bf0b0bd4ba26662dd12,1,credit_card,1,365.21
1eb01c6f2e87409eaadc48832f05f033,1,credit_card,1,194.53
20bdab4a587e4e7db6cd3bb61d3cbc78,1,voucher,2,37.480000000000004
7c05a473fbe2406d95e0e7ba0d099723,1,credit_card,1,163.82999999999998
0aa5e5943d454260b2faede0fcc550e5,1,credit_card,3,298.65
65f8b4989d48499caddbb50aef079c54,1,credit_card,3,55.62
1f450298b5fc4927b0c1cddfbbf97779,1,credit_card,1,445.11
d4aaaf7cfa6249a380f2e7a6fc70e882,1,credit_card,10,315.35999999999996
b3001a6c98c74cfd90c859541f43b638,1,credit_card,2,387.29999999999995
72b5c81e023b46039a52ad3eb3235536,1,boleto,1,397.87
76b212c663cd4e57b2cc84d32f35c4a9,1,boleto,1,35.14
ba4d617fe81a4b74ba6d93561521c053,1,credit_card,1,253.87
af454aca0ef54b948610a58e32745e29,1,credit_card,4,75.89
b008f69fee5846d9af18ff8e607560d7,1,credit_card,3,189.67999999999998
8e7b5624e53746ad83d0df3cf7f7ad0d,1,credit_card,4,325.94
6603c29c762a4df08ba115fb2b7422dc,1,credit_card,1,349.93
8cd3a07c67ae46eb8cbe026a5cd10e7f,1,credit_card,6,56.56
d09c909c4dae4dc7882a963b7c817cc8,1,credit_card,1,344.43
bb469e4c2eb34787b275d11ef3230efb,1,credit_card,3,104.94000000000001
45fda887b1a1447d9f877ac9ecd6a4aa,1,credit_card,1,352.81
5ee87c9fd25e4c37a3f0babca12c0072,1,credit_card,2,188.64000000000001
b550e0085160434d93abab4915d0b3c5,1,credit_card,1,370.97
2d6e8141fd8545fb9eaf97deb42f28ad,1,credit_card,1,427.90999999999997
a34af067131b4940a32a203532beb221,1,credit_card,4,420.77
e751e3598c264232afd99c073d28ccd6,1,boleto,3,355.78000000000003
4c68ecd01e0848169f8a5a26f184a749,1,credit_card,2,372.23
094b32e57c17457a98b177bfaa32a49d,1,credit_card,4,373.60999999999996
8ee339218b5d4baf94db17e9f466af1c,1,credit_card,2,348.94
742601ec843546fa9f59965f64fd49d3,1,credit_card,3,340.51
a3f62990b3454df99545ac203c2a4b34,1,credit_card,4,442.14
2903519b89fc4f82a86dd7f67af9919e,1,voucher,1,342.66
536df4afb06340d8b0f0a7007656ec00,1,credit_card,4,164.36999999999998
7bf599068af34cde9586f2130ee1e917,1,credit_card,1,418.27
9e044208f6464a6481ae28b576e7035c,1,credit_card,1,314.85999999999996
590a12c1ad4f4adcbf14bcfe95f82960,1,credit_card,2,294.64000000000004
005891fe5e8c4368aaf2efca1f9526d5,1,credit_card,1,346.16999999999996
7084ff8fc5ba4df4b9961e6309fcf137,1,credit_card,1,90.41
1268eb51e08f48728d808555f53ef600,1,voucher,2,366.03
9c766e3bdbf3498b9d7197a77782dbfd,1,boleto,1,214.35
0b7f21b87bc242bf9ba0338a0be45d4a,1,credit_card,1,196.55
b393ba8276d54670bd3ef8528c9de423,1,credit_card,1,182.67000000000002
0dca59e3a1fa4824bb7bf2eba94848f9,1,credit_card,1,381.81
ad57ea2fced94e4199042e3981cc1793,1,boleto,1,223.29
cb3aa127f3ce49e19a604d3af5a84643,1,voucher,1,361.13
ca4e6c816d9a44ef96928f96de4d426b,1,credit_card,1,51.39
88b2465099d9441987fcbf17d4cd0952,1,credit_card,3,150.1
71c145fb26f540c2abf0e6f0866c7961,1,credit_card,1,56.09
668c1e7d73f34153909758cf9b49d63e,1,credit_card,3,186.35999999999999
51ddad1faaad47b79b46d3dd46bc9f62,1,voucher,1,450.81
3c934019d03e4a21bd2f826ae8ea624e,1,credit_card,3,363.21000000000004
0bba3eafba884eebb05f12d3b7e4087e,1,credit_card,10,114.83
ddc56e18c50a4cfb93bd39246005be96,1,boleto,3,246.25
731abf43963145cf9f80c960a6387638,1,credit_card,1,58.339999999999996
9c7b1f30b9174c9a81107125e2234245,1,boleto,1,217.9
d3722773ed1a4b11806a48bb84f94aed,1,credit_card,3,135.82
c0aa3114e75b4758904914f2c17040c9,1,boleto,4,246.85999999999999
078214d4c00f40659b567b968233b585,1,credit_card,10,397.01
a8b879d4d97141049a9010f3dc7dc8d1,1,credit_card,1,426.11
30f25fe8f76f4a24b8996f890af46893,1,credit_card,3,324.37
c601a6728bb14fe58feac6aded17b67b,1,credit_card,3,376.58
a36cb8df69434135a9e963fc97db449c,1,credit_card,4,86.4
6fd4368763374b1091d3adfc266e5229,1,credit_card,2,302.37
de0f97619332472f80171e12bea23be3,1,debit_card,3,446.08
473cc90c771d49df806156a34566399a,1,boleto,1,294.52
aaeb077ecb504903a086a8124f2d54f6,1,credit_card,3,354.87
dab551e9cbd0465bac810074c65e4353,1,boleto,2,113.33
0776db987ece464fbb3af00f158598a4,1,credit_card,1,240.75
5fc055748e094794bb560da7b7bab7df,1,boleto,3,178.61
f61ff45f9d3e4d24bfccd5ad9155fd24,1,debit_card,2,393.77
ee70fd4d608443e69cfa4133ee5cf7b0,1,credit_card,3,84.18
85a94701a5304a899b404bb9747119eb,1,credit_card,3,384.34
3257d170a2374e58ad7eb2710d1c2a57,1,credit_card,1,246.52
dd0c5186d0f649b2ab3f3fc39bd5dc6c,1,credit_card,1,202.85
09b92201eb7841f4ac30d8dee086287b,1,boleto,1,47.07
6682f5109cd848d794b79bdb5b257472,1,boleto,1,435.9
11f34e9889e240ce879e0968df49b1db,1,credit_card,4,457.97
21fd67f8971d4200b1d68a696102739e,1,credit_card,1,78.32
34cdfb6c3c75419389b890b892e440ae,1,credit_card,1,126.74
b79a566fddf94ab483cac169ba1c9c43,1,credit_card,6,162.37
ef65447a118742b49390a56541c51acf,1,credit_card,4,406.28999999999996
e6e0f1360e1a4b288c44959a6be545bb,1,debit_card,4,43.099999999999994
4ee30cd6887a4f588ede99b990d8fa72,1,boleto,2,244.14
58412b4df0094a3fb9daddf67ff4cd07,1,credit_card,2,241.35999999999999
4d047be0e88a40c1b2795973bb989f2c,1,credit_card,3,326.31
67738573f0734fd39b90ed5515eab455,1,credit_card,2,57.150000000000006
fbd3cf84f1cd44839e7dca410b759ef6,1,credit_card,10,45.84
69920a4dab604bb9869d8b6ca947daa3,1,credit_card,1,114.47
053eba55e39146bdbf31dbd5820578b0,1,credit_card,1,240.64000000000001
26a9bd753f194ffaa2c207731cdc9cd6,1,credit_card,6,277.66
7ceea23afaf947d69135d0901fc3c7c9,1,credit_card,1,192.65
48ba261de5d24d0b9dc37fc04e8b171f,1,credit_card,10,408.94
42ac6e554dba44469ec55cefe6e1a950,1,credit_card,1,83.11
97685e0e4cc34897b5e869e8b60ed2b3,1,credit_card,4,342.92
ffc9c0c686b64ca481a8f0acbb9b37c3,1,credit_card,2,458.7
a5847f45eb77442f9aace1402c9d980e,1,credit_card,6,56.169999999999995
ecd3db5475c54a2ea387dca84babf8b9,1,credit_card,2,325.13
d374ab7b7be941ac93be8d2fe8971f7d,1,credit_card,6,418.09000000000003
9767672774bc475297fb0e1d646d9396,1,credit_card,1,56.82
8987e9acd83949a5a1649e3395839935,1,boleto,3,351.13
6dcd9cb4acfe41bdb812c5b2b5e3eec4,1,credit_card,1,218.98
9448193567614b33b5a107e9e3f87b41,1,credit_card,1,409.75
9194871c84b84ef5b3bd7d5189711310,1,credit_card,1,313.73
33cb257f718943a2a6ecffb8fa0d9dc3,1,credit_card,1,326.57
91ed4f1093b7483d80e2a37cc308b6b1,1,credit_card,1,456.77
49df60dfa5b548cfab4db1e68a2c727e,1,credit_card,1,259.7
fb11b303eeb04ac984b4d7a67644e403,1,credit_card,1,40.68
a4ac1987490f4dc889afeb75fe92ae5b,1,credit_card,6,160.0
46107696eeb2469393b5adfbc0278723,1,credit_card,4,171.03
6d51bdd783b54ee49cc8f6c79b4b5007,1,credit_card,1,192.78
cf49b204e45e484ea08eea0eeb01bf03,1,boleto,4,270.43
1a7e816efa0d45e28acad48f734993b6,1,credit_card,1,136.54
18761cc6e33a493abe90e203d970c132,1,credit_card,2,478.88
ff4c9a346eb94860a5ebd559a66dc218,1,credit_card,2,190.92000000000002
9f3ea890934d4fd3beb3207a28f5689a,1,boleto,3,132.9
75a4c4fe15dc47299a48bf923dadce17,1,credit_card,3,87.1
ef66dbab53f24988a5d710a1d0a883ea,1,voucher,1,153.55
aa88be3fd7f6484ea09da79711f02813,1,credit_card,1,247.26
eb80cc0fce7c431d8ce4aa7aa01e54b9,1,credit_card,1,290.57
9e28917f322e438a98da12b874a6a625,1,credit_card,4,412.85
dda1f0c0efee4c688e70c2fb2fb0b1d6,1,credit_card,6,223.54
53bb6f6a0a07494eac5b18901dea2dc8,1,credit_card,1,335.07
5e51913e18974730ad73f3042f451a95,1,boleto,1,156.07999999999998
cce9ad9728f143ec8ae050a71bd32f23,1,credit_card,4,148.66
acab1310b85645eb808fe328063e6c5a,1,boleto,3,338.35
b37ab1b68c234671b5f40af26c8c7e7b,1,credit_card,2,401.34
6ced56291be4490ebee2bf00f65152f7,1,credit_card,6,397.35
69371ccc374e4087b4513ce7a9ea1a8b,1,boleto,3,61.18
7c34daa391f54aae90d8f00ac1a29036,1,credit_card,6,394.5
4280f5eb0346499490a0007f8a3d6764,1,debit_card,2,128.05
a17079e8d7ee4c31b4f748a2468183ab,1,boleto,2,350.14
793e6836bad449038cae78fbbbee66cb,1,credit_card,1,357.71
bfdf97cbb1db4470babf6efa7c7ce4cd,1,credit_card,3,87.14
713289378a9b484d8e85e18c9927a6e6,1,credit_card,4,151.22
68b744d354b149f49df6b74e89bc0e6f,1,boleto,1,28.560000000000002
8b55eaa5a3c541b89d1b87086e84ad98,1,credit_card,3,150.62
4ddb34aad90249f59d62b7c2ad7a6c30,1,boleto,1,414.16
3e224eae0879458c849267d878d91f1c,1,voucher,3,460.96
92915888c5f44a9a98ef4860d5d2ecfb,1,boleto,2,151.51999999999998
26569332ad384773b4fd5a39325b4088,1,credit_card,2,445.27
078ea282f6ce48758bb94f5fc1bb6ebc,1,credit_card,4,122.03999999999999
4b400db58ce6408798792ff7cd6f6737,1,credit_card,3,286.92
a5b0f0a1791449ddbd9c72b39da5d1ee,1,credit_card,1,343.58
22ef980739fc4ee7ac4a9a0399962454,1,credit_card,1,407.37
9f74280e4d7b41eab17546b1fc2b8865,1,credit_card,2,34.71
3b5a97f82d48499cbf338778925be742,1,credit_card,10,273.37
d799046e21314dd08bbbd17fbde6d1fc,1,credit_card,3,258.66
72b423eb0e1649b8877894b391d64e49,1,credit_card,1,78.22
f6a4a650450c47018d13946dad183fe1,1,credit_card,1,365.73
fe7f5d7ca5324ef397296feceafac478,1,boleto,3,378.5
25d29254fd4d43fdbb830f449c66bda6,1,credit_card,1,366.7
ce49c94e0781464d9977cc94dc0f7cf2,1,credit_card,6,352.94
442f0c1057c5498dbe72073ef0f4f46a,1,debit_card,2,451.57
fd83f5b004314a93b63383aa745306be,1,credit_card,2,185.7
7c42e49900b449d0a026f5023a148688,1,credit_card,1,424.76
da879c4094714b65ad8a9dc89f32ebe1,1,credit_card,2,447.05
9c904cff7e374de886fd3860a9ff8b0c,1,credit_card,4,310.58
3b4680eb8ed1413fa3b485ced245d2bb,1,credit_card,1,206.70000000000002
a608813e7aaa4a2da8838d8f99e1acf8,1,boleto,10,113.6
b8c722a3893f4a26ad9a3d2ca8d877dd,1,credit_card,6,139.35
7ae6c6731ac548bdb6966a3bdbb7f69d,1,debit_card,1,60.25
00dfc33cbd444ebd93a2d4e1fc8424a9,1,credit_card,3,346.11
36970db1fa414e25901b58ca0bbd9135,1,credit_card,1,137.48
6df1720bd8474f98b25574cec3d91319,1,credit_card,1,233.46
a0e0db4506264d41852f001eeea439f6,1,credit_card,1,420.22
dee6beaec5264e5b9100ba2771a6918a,1,credit_card,1,331.83
590dc294f0f542159dd7f896544a0657,1,credit_card,1,241.35999999999999
2cd1e07921114e7eadc750569d709537,1,boleto,1,440.27
2515a5c9523f449ebbcf76845f2e2bac,1,boleto,6,203.96
6ca2bcf97ce84ccfafbe358e627d1ccb,1,credit_card,1,362.15999999999997
a7c09063d8384775972d7d4cb53e6fe0,1,credit_card,6,306.11
dd71d8ad761f4bd9aa10a3764bdbc2fc,1,credit_card,1,118.33
e8e288c94d774001a9233f2701a7fb51,1,boleto,2,413.86
ef504d7a28ac4ef4a9a829339e8414c5,1,credit_card,4,276.72
6fcc38b888424ddd98f109fcfbead3b9,1,credit_card,6,112.97
56e9f019fdc4446984a1a41a4fa812bf,1,credit_card,3,394.31
3d6d03c7ca2e4e24b390614e1c35f387,1,credit_card,4,369.79999999999995
9be69659421b4a3189d5dfaf4fd1b5bb,1,credit_card,3,203.42
983ec141e57c42feba0b27b0ac07f03c,1,credit_card,1,27.4
131adb5273ff40ce8556d669aee0e758,1,credit_card,10,121.83000000000001
e3555fc575fa469aac98c2aacecbcbfa,1,boleto,4,105.52
aec860ecc8d140ee8193421bef0ce2bf,1,credit_card,3,302.87
ce15bf7714334e93af6697ed2d9e0f44,1,credit_card,6,103.47
4696172d97fc4274aff28ea66114f6af,1,credit_card,2,348.21
