seller_id,month_key,month_date,total_orders,delivered_orders,late_orders,late_shipment_rate,cancelled_orders,cancellation_rate,avg_review_score,review_count,revenue,revenue_share_of_marketplace,risk_late_component,risk_cancel_component,risk_review_component,risk_volume_component,risk_score,risk_score_zscore,anomaly_flag,is_watchlist
078ad64b3a31472ea97e3f40aa27e992,2017-01,2017-01-01,6,6,0,0.0,0,0.0,4.833,6,1747.25,0.0081,0.0,0.0,1.25,0.0,1.25,,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-02,2017-02-01,1,1,0,0.0,0,0.0,3.0,1,118.05,0.0006,0.0,0.0,15.0,9.38,24.38,,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-03,2017-03-01,2,2,0,0.0,0,0.0,4.5,2,563.51,0.0025,0.0,0.0,3.12,5.06,8.18,-0.421,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-04,2017-04-01,10,10,1,0.1,0,0.0,4.1,10,2729.59,0.012,3.5,0.0,6.43,0.0,9.93,-0.122,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-05,2017-05-01,2,2,1,0.5,0,0.0,3.0,2,885.46,0.0035,17.5,0.0,12.5,6.23,36.23,2.004,1,0
078ad64b3a31472ea97e3f40aa27e992,2017-06,2017-06-01,5,5,0,0.0,0,0.0,4.2,5,638.44,0.0025,0.0,0.0,6.0,0.0,6.0,-1.1,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-07,2017-07-01,12,11,1,0.0909,1,0.0833,4.182,11,2736.39,0.0109,3.18,2.5,6.54,0.0,12.22,-0.469,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-08,2017-08-01,6,6,0,0.0,0,0.0,4.5,6,1476.56,0.0049,0.0,0.0,3.95,0.65,4.6,-1.231,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-09,2017-09-01,8,8,2,0.25,0,0.0,3.75,8,2120.49,0.0074,8.75,0.0,7.81,0.0,16.56,0.813,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-10,2017-10-01,14,13,2,0.1538,1,0.0714,4.143,14,4015.14,0.0128,5.38,2.14,5.36,0.0,12.88,0.159,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-11,2017-11-01,8,8,0,0.0,0,0.0,4.375,8,2238.04,0.0067,0.0,0.0,3.91,1.62,5.53,-0.528,0,0
078ad64b3a31472ea97e3f40aa27e992,2017-12,2017-12-01,5,5,0,0.0,0,0.0,5.0,5,1264.46,0.0038,0.0,0.0,0.0,5.83,5.83,-0.529,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-01,2018-01-01,8,8,0,0.0,0,0.0,4.625,8,2431.69,0.0067,0.0,0.0,2.81,1.25,4.06,-0.365,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-02,2018-02-01,6,6,1,0.1667,0,0.0,4.5,6,1254.1,0.0035,5.83,0.0,3.12,1.54,10.49,0.486,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-03,2018-03-01,4,4,0,0.0,0,0.0,4.0,4,888.64,0.0024,0.0,0.0,8.33,4.38,12.71,0.537,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-04,2018-04-01,6,6,1,0.1667,0,0.0,4.5,6,1726.39,0.0045,5.83,0.0,3.12,0.0,8.95,-0.012,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-05,2018-05-01,3,3,0,0.0,0,0.0,4.0,3,764.24,0.002,0.0,0.0,7.58,5.15,12.73,0.183,0,0
078ad64b3a31472ea97e3f40aa27e992,2018-06,2018-06-01,11,9,1,0.1111,2,0.1818,4.556,9,3072.9,0.0075,5.18,10.91,3.33,0.0,19.42,0.723,0,0
08913a0372a64edab5910a3056e39992,2017-02,2017-02-01,1,1,0,0.0,0,0.0,3.0,1,148.64,0.0008,0.0,0.0,15.0,0.0,15.0,,0,0
08913a0372a64edab5910a3056e39992,2017-04,2017-04-01,1,1,0,0.0,0,0.0,2.0,1,443.52,0.002,0.0,0.0,21.43,0.0,21.43,,0,0
08913a0372a64edab5910a3056e39992,2017-05,2017-05-01,1,1,0,0.0,0,0.0,5.0,1,213.32,0.0008,0.0,0.0,0.0,0.0,0.0,-1.654,0,0
08913a0372a64edab5910a3056e39992,2017-06,2017-06-01,2,2,0,0.0,0,0.0,3.5,2,174.29,0.0007,0.0,0.0,11.25,0.0,11.25,-0.081,0,0
08913a0372a64edab5910a3056e39992,2017-07,2017-07-01,1,0,0,,1,1.0,,0,346.86,0.0014,,30.0,6.86,2.8,,,0,0
08913a0372a64edab5910a3056e39992,2017-08,2017-08-01,2,2,0,0.0,0,0.0,4.5,2,356.85,0.0012,0.0,0.0,3.95,0.0,3.95,-0.152,0,0
08913a0372a64edab5910a3056e39992,2017-09,2017-09-01,3,3,1,0.3333,0,0.0,3.333,3,888.56,0.0031,11.67,0.0,10.42,0.0,22.09,1.316,0,0
08913a0372a64edab5910a3056e39992,2017-10,2017-10-01,3,3,1,0.3333,0,0.0,3.333,3,1181.0,0.0038,11.67,0.0,10.42,0.0,22.09,0.824,0,0
08913a0372a64edab5910a3056e39992,2017-11,2017-11-01,2,2,1,0.5,0,0.0,4.5,2,401.8,0.0012,17.5,0.0,3.12,2.84,23.46,0.674,0,0
08913a0372a64edab5910a3056e39992,2018-02,2018-02-01,1,1,0,0.0,0,0.0,5.0,1,269.1,0.0007,0.0,0.0,0.0,6.74,6.74,-1.436,0,0
08913a0372a64edab5910a3056e39992,2018-03,2018-03-01,1,1,0,0.0,0,0.0,4.0,1,393.1,0.0011,0.0,0.0,8.33,5.94,14.27,-0.287,0,0
08913a0372a64edab5910a3056e39992,2018-04,2018-04-01,1,1,0,0.0,0,0.0,4.0,1,221.43,0.0006,0.0,0.0,6.25,2.89,9.14,-0.516,0,0
08913a0372a64edab5910a3056e39992,2018-05,2018-05-01,6,6,2,0.3333,0,0.0,3.5,6,1594.44,0.0043,14.58,0.0,11.36,0.0,25.94,1.443,0,0
08913a0372a64edab5910a3056e39992,2018-06,2018-06-01,2,2,1,0.5,0,0.0,3.5,2,164.2,0.0004,23.33,0.0,11.25,2.86,37.44,1.906,0,0
08cd014853a5484eb5498c37ae5538a9,2017-01,2017-01-01,4,3,0,0.0,1,0.25,4.667,3,909.0,0.0042,0.0,7.5,2.5,0.0,10.0,,0,0
08cd014853a5484eb5498c37ae5538a9,2017-02,2017-02-01,3,3,2,0.6667,0,0.0,2.333,3,539.32,0.0027,23.33,0.0,20.0,2.81,46.14,,0,0
08cd014853a5484eb5498c37ae5538a9,2017-03,2017-03-01,1,1,0,0.0,0,0.0,4.0,1,209.64,0.0009,0.0,0.0,6.25,8.44,14.69,-1.215,0,0
08cd014853a5484eb5498c37ae5538a9,2017-05,2017-05-01,3,3,0,0.0,0,0.0,3.667,3,764.23,0.003,0.0,0.0,8.33,0.0,8.33,-1.388,0,0
08cd014853a5484eb5498c37ae5538a9,2017-08,2017-08-01,1,1,0,0.0,0,0.0,5.0,1,59.26,0.0002,0.0,0.0,0.0,7.03,7.03,-1.455,0,0
08cd014853a5484eb5498c37ae5538a9,2017-11,2017-11-01,1,1,0,0.0,0,0.0,2.0,1,133.19,0.0004,0.0,0.0,18.75,4.55,23.3,1.207,0,0
08cd014853a5484eb5498c37ae5538a9,2017-12,2017-12-01,1,0,0,,1,1.0,3.0,1,38.11,0.0001,,30.0,14.29,4.67,,,0,0
08cd014853a5484eb5498c37ae5538a9,2018-01,2018-01-01,1,1,0,0.0,0,0.0,4.0,1,382.62,0.001,0.0,0.0,7.5,0.0,7.5,-0.696,0,0
08cd014853a5484eb5498c37ae5538a9,2018-02,2018-02-01,5,4,1,0.25,1,0.2,3.4,5,1389.99,0.0039,8.75,8.0,10.0,0.0,26.75,1.031,0,0
08cd014853a5484eb5498c37ae5538a9,2018-03,2018-03-01,1,1,0,0.0,0,0.0,3.0,1,150.58,0.0004,0.0,0.0,16.67,6.79,23.46,0.575,0,0
08cd014853a5484eb5498c37ae5538a9,2018-04,2018-04-01,3,3,2,0.6667,0,0.0,4.0,3,723.98,0.0019,23.33,0.0,6.25,0.0,29.58,0.939,0,0
08cd014853a5484eb5498c37ae5538a9,2018-05,2018-05-01,3,2,0,0.0,1,0.3333,3.0,3,571.75,0.0015,0.0,20.0,15.15,0.0,35.15,0.777,0,0
08cd014853a5484eb5498c37ae5538a9,2018-06,2018-06-01,2,2,0,0.0,0,0.0,3.5,2,349.6,0.0009,0.0,0.0,11.25,1.63,12.88,-1.5,0,0
0b40861a48fc493385ba614275962ee0,2017-01,2017-01-01,3,3,0,0.0,0,0.0,4.667,3,872.7,0.004,0.0,0.0,2.5,0.0,2.5,,0,0
0b40861a48fc493385ba614275962ee0,2017-02,2017-02-01,6,6,0,0.0,0,0.0,3.833,6,1712.57,0.0086,0.0,0.0,8.75,0.0,8.75,,0,0
0b40861a48fc493385ba614275962ee0,2017-03,2017-03-01,4,4,0,0.0,0,0.0,4.5,4,1234.64,0.0056,0.0,0.0,3.12,1.31,4.43,-0.109,0,0
0b40861a48fc493385ba614275962ee0,2017-04,2017-04-01,10,10,2,0.2,0,0.0,4.1,10,2256.59,0.0099,7.0,0.0,6.43,0.0,13.43,0.745,0,0
0b40861a48fc493385ba614275962ee0,2017-05,2017-05-01,10,10,0,0.0,0,0.0,3.9,10,2322.46,0.0092,0.0,0.0,6.88,0.0,6.88,-0.181,0,0
0b40861a48fc493385ba614275962ee0,2017-06,2017-06-01,9,9,1,0.1111,0,0.0,4.333,9,1605.47,0.0062,3.89,0.0,5.0,0.0,8.89,0.058,0,0
0b40861a48fc493385ba614275962ee0,2017-07,2017-07-01,3,3,0,0.0,0,0.0,4.667,3,608.09,0.0024,0.0,0.0,2.66,7.72,10.38,0.059,0,0
0b40861a48fc493385ba614275962ee0,2017-08,2017-08-01,9,9,1,0.1111,0,0.0,4.0,9,2745.15,0.0092,3.89,0.0,7.89,0.0,11.78,0.278,0,0
0b40861a48fc493385ba614275962ee0,2017-09,2017-09-01,8,8,0,0.0,0,0.0,4.25,8,1776.4,0.0062,0.0,0.0,4.69,0.0,4.69,-0.514,0,0
0b40861a48fc493385ba614275962ee0,2017-10,2017-10-01,4,3,0,0.0,1,0.25,3.5,4,952.84,0.003,0.0,7.5,9.38,4.71,21.59,1.148,0,0
0b40861a48fc493385ba614275962ee0,2017-11,2017-11-01,8,8,1,0.125,0,0.0,4.25,8,2349.09,0.0071,4.38,0.0,4.69,0.0,9.07,-0.328,0,0
0b40861a48fc493385ba614275962ee0,2017-12,2017-12-01,6,6,1,0.1667,0,0.0,4.333,6,1816.61,0.0054,5.83,0.0,4.76,1.17,11.76,-0.002,0,0
